datetime,CDD,CWD,Prcp1,SDII,sum,mean,,year,month
1964-11-30,5.0,4.0,36.666666666666664,7.7681818181818185,89.38999999999997,2.979666666666666,7.768181818181817,1964,Nov
1964-12-31,5.0,5.0,54.83870967741935,6.362941176470589,110.86000000000001,3.576129032258065,6.362941176470589,1964,Dec
1965-01-31,7.0,5.0,32.25806451612903,7.606,78.72999999999999,2.5396774193548386,7.605999999999999,1965,Jan
1965-02-28,7.0,4.0,46.42857142857143,7.336153846153845,99.05999999999997,3.537857142857142,7.336153846153845,1965,Feb
1965-03-31,17.0,2.0,16.129032258064516,3.7439999999999998,20.94,0.675483870967742,3.7439999999999998,1965,Mar
1965-04-30,6.0,2.0,26.666666666666668,8.49125,68.65,2.2883333333333336,8.49125,1965,Apr
1965-05-31,7.0,4.0,32.25806451612903,4.952,51.529999999999994,1.662258064516129,4.952,1965,May
1965-06-30,9.0,2.0,16.666666666666664,3.7960000000000003,22.13,0.7376666666666666,3.7960000000000003,1965,Jun
1965-07-31,9.0,3.0,29.03225806451613,9.95,93.50999999999999,3.0164516129032255,9.95,1965,Jul
1965-08-31,3.0,6.0,61.29032258064516,8.92315789473684,170.85999999999999,5.511612903225806,8.92315789473684,1965,Aug
1965-09-30,5.0,4.0,31.03448275862069,6.137777777777777,59.31999999999999,2.04551724137931,6.137777777777778,1965,Sep
1965-10-31,5.0,3.0,54.83870967741935,8.21764705882353,141.01999999999998,4.549032258064516,8.217647058823529,1965,Oct
1965-11-30,6.0,5.0,43.333333333333336,12.583076923076923,166.1,5.536666666666666,12.583076923076923,1965,Nov
1965-12-31,7.0,5.0,48.38709677419355,4.160666666666668,67.0,2.161290322580645,4.160666666666667,1965,Dec
1966-01-31,4.0,2.0,48.38709677419355,8.172666666666666,126.00999999999999,4.064838709677419,8.172666666666666,1966,Jan
1966-02-28,8.0,2.0,35.714285714285715,7.058,74.21,2.6503571428571426,7.058,1966,Feb
1966-03-31,10.0,2.0,22.58064516129032,11.73142857142857,88.27,2.8474193548387094,11.73142857142857,1966,Mar
1966-04-30,9.0,4.0,26.666666666666668,2.975,27.370000000000005,0.9123333333333334,2.975,1966,Apr
1966-05-31,12.0,5.0,35.483870967741936,3.7263636363636365,44.25999999999999,1.4277419354838707,3.7263636363636365,1966,May
1966-06-30,8.0,3.0,26.666666666666668,10.0125,83.72999999999998,2.790999999999999,10.0125,1966,Jun
1966-07-31,6.0,2.0,25.806451612903224,9.31125,76.79999999999998,2.4774193548387093,9.31125,1966,Jul
1966-08-31,7.0,2.0,26.666666666666668,9.41375,79.44999999999997,2.6483333333333325,9.413749999999999,1966,Aug
1966-09-30,7.0,3.0,30.0,9.348888888888888,85.96999999999998,2.8656666666666664,9.348888888888888,1966,Sep
1966-10-31,11.0,3.0,22.58064516129032,6.764285714285715,50.88999999999999,1.6416129032258062,6.764285714285715,1966,Oct
1966-11-30,5.0,3.0,40.0,8.413333333333332,104.26,3.4753333333333334,8.413333333333334,1966,Nov
1966-12-31,5.0,5.0,48.38709677419355,9.542666666666666,148.44999999999996,4.788709677419353,9.542666666666666,1966,Dec
1967-01-31,3.0,3.0,51.61290322580645,4.52375,76.27999999999999,2.460645161290322,4.52375,1967,Jan
1967-02-28,6.0,3.0,46.42857142857143,5.646923076923077,74.91000000000001,2.6753571428571434,5.646923076923077,1967,Feb
1967-03-31,7.0,2.0,16.129032258064516,3.442,20.87,0.6732258064516129,3.442,1967,Mar
1967-04-30,8.0,4.0,33.33333333333333,7.433,77.47999999999999,2.5826666666666664,7.432999999999998,1967,Apr
1967-05-31,11.0,5.0,35.483870967741936,5.774545454545454,65.82999999999998,2.1235483870967737,5.774545454545454,1967,May
1967-06-30,6.0,4.0,33.33333333333333,12.448000000000002,127.6,4.253333333333333,12.448000000000002,1967,Jun
1967-07-31,7.0,2.0,25.806451612903224,8.7775,73.67,2.376451612903226,8.777500000000002,1967,Jul
1967-08-31,6.0,2.0,32.25806451612903,7.936,82.50999999999999,2.661612903225806,7.936,1967,Aug
1967-09-30,11.0,3.0,33.33333333333333,6.052,61.419999999999995,2.047333333333333,6.052,1967,Sep
1967-10-31,5.0,4.0,35.483870967741936,6.863636363636363,79.75999999999999,2.5729032258064515,6.863636363636362,1967,Oct
1967-11-30,6.0,5.0,50.0,6.591333333333335,100.67,3.3556666666666666,6.591333333333335,1967,Nov
1967-12-31,5.0,2.0,35.483870967741936,9.67909090909091,109.58999999999997,3.5351612903225798,9.679090909090908,1967,Dec
1968-01-31,6.0,3.0,38.70967741935484,4.883333333333334,61.63,1.9880645161290322,4.883333333333334,1968,Jan
1968-02-29,5.0,3.0,44.827586206896555,3.427692307692307,47.94999999999999,1.6534482758620686,3.427692307692307,1968,Feb
1968-03-31,11.0,5.0,35.483870967741936,8.544545454545455,97.26000000000002,3.1374193548387104,8.544545454545457,1968,Mar
1968-04-30,19.0,3.0,16.666666666666664,12.468,66.12,2.204,12.468,1968,Apr
1968-05-31,8.0,6.0,29.03225806451613,5.963333333333334,56.099999999999994,1.8096774193548386,5.963333333333335,1968,May
1968-06-30,4.0,3.0,46.666666666666664,6.512142857142856,93.50999999999999,3.1169999999999995,6.512142857142856,1968,Jun
1968-07-31,6.0,2.0,35.483870967741936,4.565454545454545,51.959999999999994,1.6761290322580644,4.565454545454545,1968,Jul
1968-08-31,7.0,2.0,25.806451612903224,8.686250000000001,72.85,2.3499999999999996,8.686250000000001,1968,Aug
1968-09-30,8.0,3.0,26.666666666666668,8.18125,67.87999999999998,2.262666666666666,8.18125,1968,Sep
1968-10-31,8.0,3.0,32.25806451612903,7.061,74.06,2.3890322580645162,7.061000000000002,1968,Oct
1968-11-30,5.0,4.0,46.666666666666664,8.517857142857144,123.63,4.1209999999999996,8.517857142857144,1968,Nov
1968-12-31,7.0,3.0,48.38709677419355,9.402666666666667,143.97999999999996,4.644516129032257,9.402666666666667,1968,Dec
1969-01-31,5.0,5.0,38.70967741935484,7.915,98.03999999999999,3.16258064516129,7.915,1969,Jan
1969-02-28,8.0,3.0,28.57142857142857,4.0112499999999995,34.04,1.2157142857142857,4.01125,1969,Feb
1969-03-31,10.0,3.0,32.25806451612903,5.401000000000001,57.43000000000001,1.8525806451612905,5.401000000000001,1969,Mar
1969-04-30,5.0,2.0,33.33333333333333,10.818000000000001,110.19,3.673,10.818000000000001,1969,Apr
1969-05-31,6.0,6.0,48.38709677419355,6.715333333333333,102.64999999999999,3.311290322580645,6.715333333333333,1969,May
1969-06-30,7.0,2.0,43.333333333333336,9.557692307692308,126.25999999999999,4.208666666666667,9.557692307692308,1969,Jun
1969-07-31,10.0,4.0,35.483870967741936,5.814545454545455,64.77,2.0893548387096774,5.814545454545455,1969,Jul
1969-08-31,8.0,3.0,29.03225806451613,10.448888888888888,97.55,3.146774193548387,10.44888888888889,1969,Aug
1969-09-30,6.0,3.0,31.03448275862069,7.593333333333334,71.27999999999999,2.4579310344827583,7.593333333333334,1969,Sep
1969-10-31,6.0,4.0,38.70967741935484,5.091666666666666,63.14,2.036774193548387,5.091666666666668,1969,Oct
1969-11-30,4.0,7.0,53.333333333333336,7.401875,123.67999999999998,4.122666666666666,7.401875,1969,Nov
1969-12-31,6.0,3.0,35.483870967741936,12.608181818181821,142.74,4.604516129032258,12.608181818181821,1969,Dec
1970-01-31,6.0,2.0,29.03225806451613,3.7666666666666666,38.91000000000001,1.255161290322581,3.7666666666666675,1970,Jan
1970-02-28,5.0,3.0,46.42857142857143,4.589230769230769,61.760000000000005,2.205714285714286,4.589230769230769,1970,Feb
1970-03-31,5.0,5.0,45.16129032258064,4.014285714285714,58.81000000000001,1.8970967741935487,4.014285714285714,1970,Mar
1970-04-30,11.0,3.0,23.333333333333332,10.135714285714286,72.27,2.409,10.135714285714286,1970,Apr
1970-05-31,5.0,2.0,32.25806451612903,5.608,59.349999999999994,1.9145161290322579,5.608,1970,May
1970-06-30,11.0,2.0,26.666666666666668,6.45125,54.730000000000004,1.8243333333333334,6.45125,1970,Jun
1970-07-31,7.0,3.0,29.03225806451613,6.415555555555557,61.28,1.9767741935483871,6.415555555555555,1970,Jul
1970-08-31,7.0,2.0,30.0,6.067777777777778,56.440000000000005,1.8813333333333335,6.067777777777779,1970,Aug
1970-09-30,5.0,3.0,40.0,10.259166666666667,126.25999999999999,4.208666666666667,10.259166666666667,1970,Sep
1970-10-31,8.0,3.0,29.03225806451613,9.742222222222223,90.32000000000001,2.913548387096774,9.742222222222223,1970,Oct
1970-11-30,9.0,7.0,50.0,5.709333333333333,88.39999999999999,2.9466666666666663,5.709333333333333,1970,Nov
1970-12-31,3.0,5.0,51.61290322580645,8.6925,142.11,4.5841935483870975,8.692500000000003,1970,Dec
1971-01-31,4.0,5.0,51.61290322580645,5.82,96.63,3.117096774193548,5.819999999999999,1971,Jan
1971-02-28,4.0,3.0,46.42857142857143,12.586153846153847,166.89,5.960357142857142,12.586153846153847,1971,Feb
1971-03-31,8.0,3.0,30.0,5.156666666666667,48.809999999999995,1.6269999999999998,5.156666666666666,1971,Mar
1971-04-30,4.0,3.0,43.333333333333336,3.9446153846153846,54.42999999999999,1.8143333333333331,3.9446153846153846,1971,Apr
1971-05-31,7.0,3.0,29.03225806451613,4.704444444444444,45.25,1.4596774193548387,4.704444444444444,1971,May
1971-06-30,8.0,2.0,26.666666666666668,6.3725,52.89999999999999,1.763333333333333,6.3725,1971,Jun
1971-07-31,6.0,1.0,22.58064516129032,8.412857142857144,62.43,2.0138709677419353,8.412857142857144,1971,Jul
1971-08-31,5.0,2.0,32.25806451612903,10.92,111.33,3.591290322580645,10.92,1971,Aug
1971-09-30,5.0,4.0,36.666666666666664,7.4290909090909105,84.05999999999999,2.8019999999999996,7.4290909090909105,1971,Sep
1971-10-31,10.0,3.0,22.58064516129032,5.74,44.22999999999998,1.4267741935483866,5.74,1971,Oct
1971-11-30,6.0,4.0,46.666666666666664,5.215000000000001,75.25999999999999,2.508666666666666,5.214999999999999,1971,Nov
1971-12-31,3.0,5.0,51.61290322580645,6.515625,107.1,3.454838709677419,6.515625000000001,1971,Dec
1972-01-31,4.0,6.0,41.935483870967744,4.3053846153846145,60.319999999999986,1.9458064516129028,4.3053846153846145,1972,Jan
1972-02-29,7.0,6.0,51.724137931034484,7.950000000000001,119.97000000000001,4.1368965517241385,7.950000000000002,1972,Feb
1972-03-31,8.0,3.0,35.483870967741936,11.003636363636364,125.02999999999997,4.033225806451612,11.003636363636364,1972,Mar
1972-04-30,7.0,3.0,30.0,6.99,65.58,2.186,6.99,1972,Apr
1972-05-31,11.0,5.0,32.25806451612903,7.2379999999999995,73.99999999999997,2.3870967741935476,7.2379999999999995,1972,May
1972-06-30,4.0,7.0,46.666666666666664,10.197142857142856,143.35999999999999,4.778666666666666,10.197142857142856,1972,Jun
1972-07-31,6.0,6.0,48.38709677419355,10.993333333333332,166.01,5.35516129032258,10.993333333333332,1972,Jul
1972-08-31,4.0,4.0,41.935483870967744,10.286153846153844,134.61999999999995,4.342580645161289,10.286153846153844,1972,Aug
1972-09-30,7.0,2.0,23.333333333333332,9.794285714285715,72.61000000000001,2.4203333333333337,9.794285714285715,1972,Sep
1972-10-31,5.0,4.0,41.935483870967744,6.862307692307693,91.75999999999999,2.9599999999999995,6.862307692307693,1972,Oct
1972-11-30,6.0,4.0,40.0,8.795,108.09,3.603,8.795,1972,Nov
1972-12-31,2.0,4.0,67.74193548387096,9.645238095238094,204.74000000000004,6.604516129032259,9.645238095238096,1972,Dec
1973-01-31,8.0,3.0,38.70967741935484,6.578333333333333,82.78000000000002,2.670322580645162,6.578333333333333,1973,Jan
1973-02-28,6.0,2.0,28.57142857142857,9.649999999999999,81.03999999999999,2.894285714285714,9.649999999999999,1973,Feb
1973-03-31,9.0,4.0,41.935483870967744,8.05076923076923,106.90999999999998,3.4487096774193544,8.05076923076923,1973,Mar
1973-04-30,9.0,5.0,40.0,6.996666666666666,84.67999999999998,2.8226666666666658,6.996666666666666,1973,Apr
1973-05-31,6.0,5.0,54.83870967741935,7.563529411764707,130.08,4.196129032258065,7.563529411764707,1973,May
1973-06-30,7.0,3.0,36.666666666666664,8.942727272727272,100.67999999999999,3.356,8.942727272727272,1973,Jun
1973-07-31,9.0,3.0,22.58064516129032,11.384285714285715,82.72000000000001,2.668387096774194,11.384285714285715,1973,Jul
1973-08-31,9.0,2.0,22.58064516129032,13.182857142857143,96.72,3.12,13.182857142857143,1973,Aug
1973-09-30,8.0,2.0,23.333333333333332,13.704285714285716,98.53999999999998,3.284666666666666,13.704285714285716,1973,Sep
1973-10-31,9.0,2.0,22.58064516129032,8.651428571428571,64.87999999999997,2.0929032258064506,8.651428571428571,1973,Oct
1973-11-30,5.0,4.0,43.333333333333336,5.2761538461538455,71.95,2.3983333333333334,5.2761538461538455,1973,Nov
1973-12-31,3.0,5.0,61.29032258064516,9.583157894736843,185.08,5.970322580645162,9.583157894736845,1973,Dec
1974-01-31,3.0,3.0,51.61290322580645,5.194374999999999,87.82,2.8329032258064513,5.194374999999999,1974,Jan
1974-02-28,10.0,2.0,21.428571428571427,8.343333333333332,54.17,1.934642857142857,8.343333333333332,1974,Feb
1974-03-31,5.0,4.0,41.935483870967744,8.866923076923076,118.02999999999997,3.807419354838709,8.866923076923076,1974,Mar
1974-04-30,7.0,3.0,43.333333333333336,8.235384615384614,110.59999999999998,3.686666666666666,8.235384615384614,1974,Apr
1974-05-31,6.0,3.0,45.16129032258064,7.9750000000000005,115.15999999999998,3.714838709677419,7.9750000000000005,1974,May
1974-06-30,6.0,3.0,33.33333333333333,6.979000000000001,73.02999999999999,2.434333333333333,6.979000000000001,1974,Jun
1974-07-31,8.0,3.0,38.70967741935484,12.756666666666668,155.18000000000004,5.005806451612904,12.756666666666668,1974,Jul
1974-08-31,9.0,3.0,19.35483870967742,6.09,38.93999999999998,1.256129032258064,6.09,1974,Aug
1974-09-30,5.0,2.0,36.666666666666664,4.5,52.13999999999999,1.7379999999999998,4.5,1974,Sep
1974-10-31,9.0,1.0,19.35483870967742,4.7749999999999995,32.22,1.0393548387096774,4.7749999999999995,1974,Oct
1974-11-30,8.0,3.0,36.666666666666664,8.845454545454546,100.45,3.3483333333333336,8.845454545454546,1974,Nov
1974-12-31,4.0,4.0,45.16129032258064,7.925714285714286,114.88999999999999,3.706129032258064,7.925714285714287,1974,Dec
1975-01-31,4.0,4.0,45.16129032258064,5.891428571428572,86.31999999999998,2.7845161290322573,5.891428571428571,1975,Jan
1975-02-28,4.0,3.0,42.857142857142854,4.845000000000001,60.78000000000001,2.170714285714286,4.845000000000001,1975,Feb
1975-03-31,4.0,3.0,38.70967741935484,7.807500000000001,97.26,3.13741935483871,7.807500000000001,1975,Mar
1975-04-30,12.0,4.0,20.0,11.966666666666667,74.13999999999999,2.471333333333333,11.966666666666667,1975,Apr
1975-05-31,9.0,2.0,25.806451612903224,9.716249999999999,78.62999999999998,2.536451612903225,9.716249999999999,1975,May
1975-06-30,11.0,4.0,30.0,10.124444444444444,93.16,3.1053333333333333,10.124444444444444,1975,Jun
1975-07-31,6.0,3.0,41.935483870967744,12.557692307692308,164.35999999999999,5.301935483870968,12.557692307692308,1975,Jul
1975-08-31,8.0,3.0,32.25806451612903,9.257,94.39999999999999,3.0451612903225804,9.257,1975,Aug
1975-09-30,3.0,4.0,51.724137931034484,10.819999999999999,164.64,5.6772413793103444,10.819999999999999,1975,Sep
1975-10-31,7.0,6.0,41.935483870967744,7.383076923076923,97.60000000000001,3.148387096774194,7.383076923076923,1975,Oct
1975-11-30,6.0,3.0,36.666666666666664,12.444545454545453,140.37,4.679,12.444545454545453,1975,Nov
1975-12-31,3.0,3.0,45.16129032258064,9.94,143.32999999999998,4.623548387096774,9.94,1975,Dec
1976-01-31,3.0,6.0,54.83870967741935,8.378823529411765,144.93,4.675161290322581,8.378823529411765,1976,Jan
1976-02-29,3.0,5.0,62.06896551724138,7.76111111111111,142.85,4.925862068965517,7.76111111111111,1976,Feb
1976-03-31,3.0,5.0,54.83870967741935,6.619411764705882,114.41999999999996,3.6909677419354825,6.619411764705881,1976,Mar
1976-04-30,9.0,3.0,30.0,10.08222222222222,92.06,3.0686666666666667,10.08222222222222,1976,Apr
1976-05-31,7.0,4.0,48.38709677419355,8.425333333333334,130.46,4.208387096774194,8.425333333333334,1976,May
1976-06-30,4.0,3.0,40.0,7.339166666666665,91.75999999999999,3.0586666666666664,7.339166666666666,1976,Jun
1976-07-31,5.0,3.0,41.935483870967744,8.453846153846154,113.13999999999999,3.6496774193548385,8.453846153846152,1976,Jul
1976-08-31,4.0,3.0,41.935483870967744,6.614615384615385,88.08999999999997,2.8416129032258057,6.614615384615385,1976,Aug
1976-09-30,6.0,2.0,40.0,9.61,116.94,3.898,9.61,1976,Sep
1976-10-31,7.0,2.0,32.25806451612903,12.058000000000002,124.95999999999998,4.030967741935483,12.058000000000002,1976,Oct
1976-11-30,4.0,4.0,53.333333333333336,3.3731250000000004,58.440000000000005,1.9480000000000002,3.373125,1976,Nov
1976-12-31,5.0,3.0,29.03225806451613,6.337777777777777,63.01000000000001,2.032580645161291,6.337777777777778,1976,Dec
1977-01-31,6.0,2.0,35.483870967741936,7.049090909090908,82.94,2.6754838709677418,7.049090909090908,1977,Jan
1977-02-28,5.0,4.0,35.714285714285715,6.218999999999999,67.92,2.4257142857142857,6.218999999999999,1977,Feb
1977-03-31,7.0,3.0,29.03225806451613,10.052222222222223,95.81000000000002,3.090645161290323,10.052222222222225,1977,Mar
1977-04-30,7.0,4.0,33.33333333333333,7.428999999999999,76.32999999999998,2.544333333333333,7.428999999999999,1977,Apr
1977-05-31,22.0,1.0,9.67741935483871,8.19,25.72,0.8296774193548386,8.19,1977,May
1977-06-30,8.0,3.0,33.33333333333333,10.853,113.77000000000001,3.7923333333333336,10.853,1977,Jun
1977-07-31,7.0,2.0,32.25806451612903,7.476000000000001,76.24,2.459354838709677,7.475999999999999,1977,Jul
1977-08-31,4.0,3.0,41.935483870967744,6.494615384615386,87.01,2.8067741935483874,6.494615384615386,1977,Aug
1977-09-30,7.0,4.0,46.666666666666664,10.573571428571428,152.06999999999996,5.068999999999999,10.573571428571428,1977,Sep
1977-10-31,9.0,4.0,35.483870967741936,10.480000000000002,118.25,3.814516129032258,10.479999999999999,1977,Oct
1977-11-30,3.0,3.0,40.0,8.431666666666667,106.73,3.557666666666667,8.431666666666667,1977,Nov
1977-12-31,5.0,5.0,41.935483870967744,7.1246153846153835,96.47999999999996,3.1122580645161277,7.1246153846153835,1977,Dec
1978-01-31,4.0,4.0,48.38709677419355,9.292666666666666,144.45000000000002,4.659677419354839,9.292666666666666,1978,Jan
1978-02-28,21.0,1.0,3.571428571428571,12.97,17.24000000000001,0.615714285714286,12.97,1978,Feb
1978-03-31,10.0,3.0,29.03225806451613,13.091111111111111,120.82999999999998,3.8977419354838703,13.091111111111111,1978,Mar
1978-04-30,9.0,3.0,30.0,7.82888888888889,73.3,2.4433333333333334,7.82888888888889,1978,Apr
1978-05-31,9.0,2.0,25.806451612903224,5.577500000000001,47.410000000000004,1.5293548387096776,5.5775,1978,May
1978-06-30,4.0,3.0,40.0,7.577500000000001,93.35000000000001,3.111666666666667,7.577500000000001,1978,Jun
1978-07-31,10.0,2.0,22.58064516129032,7.404285714285714,53.910000000000004,1.7390322580645163,7.404285714285714,1978,Jul
1978-08-31,6.0,2.0,32.25806451612903,9.913,101.62,3.2780645161290325,9.913,1978,Aug
1978-09-30,4.0,2.0,26.666666666666668,4.8125,39.78,1.326,4.8125,1978,Sep
1978-10-31,6.0,2.0,32.25806451612903,9.028,93.52000000000001,3.0167741935483874,9.028,1978,Oct
1978-11-30,12.0,2.0,23.333333333333332,12.80285714285714,93.00999999999998,3.1003333333333325,12.80285714285714,1978,Nov
1978-12-31,3.0,3.0,51.61290322580645,6.828125,113.78999999999996,3.6706451612903215,6.828124999999999,1978,Dec
1979-01-31,4.0,3.0,48.38709677419355,10.007333333333333,154.70999999999998,4.990645161290322,10.007333333333333,1979,Jan
1979-02-28,12.0,2.0,28.57142857142857,4.45875,37.6,1.342857142857143,4.45875,1979,Feb
1979-03-31,14.0,3.0,29.03225806451613,6.626666666666667,63.20000000000001,2.038709677419355,6.626666666666668,1979,Mar
1979-04-30,9.0,3.0,40.0,10.403333333333334,127.70999999999998,4.257,10.403333333333334,1979,Apr
1979-05-31,7.0,7.0,45.16129032258064,6.441428571428571,92.21999999999998,2.9748387096774187,6.441428571428571,1979,May
1979-06-30,10.0,2.0,23.333333333333332,4.720000000000001,34.76,1.1586666666666665,4.720000000000001,1979,Jun
1979-07-31,8.0,2.0,29.03225806451613,4.415555555555556,41.22,1.3296774193548386,4.415555555555555,1979,Jul
1979-08-31,4.0,2.0,35.483870967741936,9.182727272727272,103.93999999999998,3.3529032258064513,9.182727272727274,1979,Aug
1979-09-30,12.0,1.0,13.793103448275861,12.372499999999999,51.46999999999999,1.7748275862068963,12.372499999999999,1979,Sep
1979-10-31,4.0,5.0,45.16129032258064,6.950714285714286,101.22999999999999,3.2654838709677416,6.950714285714286,1979,Oct
1979-11-30,7.0,4.0,43.333333333333336,5.596923076923077,77.31,2.577,5.596923076923077,1979,Nov
1979-12-31,5.0,5.0,32.25806451612903,6.582000000000001,72.31,2.3325806451612903,6.582000000000001,1979,Dec
1980-01-31,9.0,1.0,12.903225806451612,8.7,39.36000000000001,1.269677419354839,8.7,1980,Jan
1980-02-29,15.0,3.0,24.137931034482758,3.4499999999999997,28.419999999999998,0.98,3.4499999999999997,1980,Feb
1980-03-31,6.0,4.0,35.483870967741936,6.773636363636363,76.7,2.4741935483870967,6.773636363636363,1980,Mar
1980-04-30,9.0,2.0,33.33333333333333,10.816999999999998,111.42,3.714,10.816999999999998,1980,Apr
1980-05-31,11.0,2.0,19.35483870967742,7.765,49.519999999999996,1.5974193548387094,7.765,1980,May
1980-06-30,5.0,1.0,23.333333333333332,6.105714285714285,47.55,1.585,6.105714285714285,1980,Jun
1980-07-31,3.0,4.0,51.61290322580645,11.695625,189.79000000000005,6.122258064516131,11.695625000000001,1980,Jul
1980-08-31,9.0,2.0,32.25806451612903,6.843000000000001,70.36999999999999,2.2699999999999996,6.843000000000001,1980,Aug
1980-09-30,6.0,4.0,46.666666666666664,10.275000000000002,144.69,4.8229999999999995,10.275000000000002,1980,Sep
