,Prov,Nom de station,stnid,année déb.,mois déb.,année fin.,mois fin.,lat (deg),long (deg),élév (m),stns jointes,Tmax,Tmax90p,Tmin,Tmin10p,DG0
27,BC,MCINNES ISLAND,1065010,1955,1,2017,12,52.27,-128.72,26,N,11.303229312832597,17.164,7.016292173347462,1.9490000000000003,2587.8766666670335
28,BC,OLIVER,1125766,1955,1,2017,12,49.18,-119.55,297,N,16.105510858401427,30.87666666666667,4.657221707075265,-4.868333333333334,2167.5733333333333
29,BC,PENTICTON,1126146,1907,4,2017,12,49.47,-119.6,344,Y,14.975788382363952,29.15866666666666,4.25455964767822,-4.799666666666666,2009.45
30,BC,PORT HARDY,1026271,1944,5,2017,12,50.68,-127.37,22,Y,11.807715062926944,18.19866666666667,5.519685792486826,-0.3286666666666668,2105.556666666667
31,BC,PRINCE GEORGE,1096439,1912,8,2017,12,53.88,-122.67,680,Y,,,,,
32,BC,PRINCE RUPERT,1066482,1908,8,2017,12,54.28,-130.45,35,Y,,,,,
33,BC,PRINCETON,1126510,1893,7,2017,12,49.47,-120.52,700,Y,12.955163971506026,28.226333333333336,0.20303927590220094,-9.677333333333333,1161.4199999999998
34,BC,QUATSINO,1036572,1895,6,2017,2,50.53,-127.65,8,Y,,,,,
35,BC,QUESNEL,1096629,1899,1,2017,12,53.03,-122.52,545,Y,11.424860608454773,25.487666666666666,-0.28083911236197107,-11.949,1196.5766666666668
36,BC,QUINSAM RIVER,1026639,1958,7,2017,12,50.02,-125.3,46,Y,13.860521861533865,24.28333333333334,4.892076830283668,-1.6416666666666666,1934.99
37,BC,SALMON ARM,1167337,1911,7,2017,12,50.68,-119.23,527,Y,,,,,
38,BC,SANDSPIT,1057050,1945,9,2017,3,53.25,-131.82,6,N,11.383652998544404,17.733333333333334,5.751303533425581,-0.2283333333333334,2156.4100000000003
39,BC,SHAWNIGAN LAKE,1017230,1913,4,2017,12,48.65,-123.63,138,N,14.250692978516355,24.158333333333335,5.476435020697924,-1.1516666666666666,2134.23
40,BC,SMITHERS,1077500,1922,6,2017,12,54.82,-127.18,522,Y,9.473920284444178,22.400333333333332,-0.7306756992788882,-11.803666666666665,1031.7933333333335
41,BC,STEWART,1067742,1910,9,2016,6,55.93,-129.98,7,Y,9.834076617810021,20.692000000000007,2.397937685506358,-6.551,1482.9
42,BC,TATLAYOKO LAKE,1088015,1930,1,2017,12,51.67,-124.4,870,Y,,,,,
43,BC,TERRACE,1068134,1912,10,2017,12,54.47,-128.58,217,Y,10.15498986950121,22.211333333333332,3.1867936222771167,-5.209,1676.2333333333336
44,BC,VANCOUVER,1108395,1896,2,2017,12,49.2,-123.18,4,Y,13.954208473688151,22.404000000000007,7.013878508870425,-0.1826666666666667,2673.563333333333
45,BC,VAVENBY,1168520,1913,4,2017,12,51.58,-119.78,445,N,12.69986175030044,27.44,1.021121502480446,-8.928333333333333,1304.3166666666666
46,BC,VERNON,1128582,1900,4,2017,12,50.23,-119.2,427,Y,13.573775965153386,28.37033333333334,3.342999874025482,-6.262333333333333,1846.8366666679756
47,BC,VICTORIA,1018621,1898,8,2017,12,48.45,-123.27,19,Y,14.430714724156001,22.860333333333333,5.925581904833195,-0.3040000000000001,2253.1433333333334
48,BC,WARFIELD,1148705,1928,6,2017,12,49.1,-117.75,606,Y,,,,,
49,BC,WILLIAMS LAKE,1098941,1939,1,2017,12,52.18,-122.05,940,Y,10.02670970881054,23.725666666666665,-0.6092865733463083,-12.164666666666665,1134.6499999999999
50,BC,WISTARIA,1085835,1926,1,2017,7,53.83,-126.22,863,Y,8.395752424512645,20.665000000000006,-2.0906274600515937,-13.674999999999999,835.9
51,YT,DAWSON,2100LRP,1901,1,2017,12,64.05,-139.13,370,Y,2.1791874572098036,23.023333333333333,-10.21771358219526,-33.248999999999995,725.1933333333332
52,N   YT,HAINES JUNCTIO,2100630,1944,10,2017,12,60.75,-137.5,596,N,,,,,
53,YT,KOMAKUK BEACH,2100682,1958,7,2017,12,69.62,-140.2,13,Y,,,,,
54,YT,MAYO,2100701,1924,10,2017,12,63.62,-135.87,504,Y,,,,,
55,YT,OLD CROW,2100805,1951,9,2017,12,67.57,-139.83,251,Y,,,,,
56,YT,PELLY RANCH,2100880,1955,1,2015,3,62.82,-137.37,454,N,,,,,
57,YT,SHINGLE POINT,2100950,1957,6,2017,12,68.95,-137.22,49,N,,,,,
58,YT,TESLIN,2101102,1943,10,2017,12,60.17,-132.75,705,Y,,,,,
59,YT,WATSON LAKE,2101204,1938,10,2017,12,60.12,-128.82,687,Y,,,-7.773128955188427,-28.317,882.6233333341102
60,YT,WHITEHORSE,2101303,1942,4,2017,12,60.72,-135.07,706,Y,,,,,
61,NT,CAPE PARRY,2200675,1957,5,2017,12,70.17,-124.72,87,N,,,,,
62,NT,FORT GOOD HOPE,2201450,1944,8,2017,12,66.23,-128.65,82,Y,,,,,
63,NT,FORT MCPHERSON,2201601,1940,1,2014,11,67.4,-134.85,35,Y,,,,,
64,NT,FORT RELIANCE,2201903,1948,10,2017,12,62.72,-109.17,168,Y,,,,,
65,NT,FORT SIMPSON,2202103,1895,11,2017,12,61.77,-121.23,169,Y,2.8011473094720434,24.067333333333334,-7.67359231543684,-29.248666666666672,1108.78000000048
66,NT,FORT SMITH,2202201,1913,7,2017,12,60.02,-111.97,205,Y,3.76886124210894,23.70166666666667,-6.683225740449634,-28.595000000000002,1103.0399999999997
67,NT,HAY RIVER,2202401,1893,9,2017,12,60.83,-115.78,166,Y,2.4430903868569485,21.831,-6.845405286992868,-28.104333333333333,1103.3266666666666
68,NT,INUVIK,2202578,1957,3,2017,12,68.3,-133.48,103,Y,-3.4539382914707724,19.93566666666667,-12.451844515213326,-34.015333333333324,710.8633333333331
69,NT,MOULD BAY,250M001,1948,5,2017,12,76.23,-119.35,2,Y,,,,,
70,NT,NORMAN WELLS,2202801,1943,5,2017,12,65.28,-126.8,73,Y,-0.2583984107452657,22.63333333333333,-9.46707686938181,-31.78166666666666,1072.6366666666665
71,NT,SACHS HARBOUR,2503648,1955,11,2017,11,72.0,-125.27,86,Y,,,,,
72,NT,TUKTOYAKTUK,2203914,1957,6,2017,7,69.45,-133.0,18,Y,,,,,
73,NT,YELLOWKNIFE,2204101,1942,7,2017,12,62.47,-114.43,206,Y,0.17919938581041434,20.80233333333334,-7.990783728100266,-31.26333333333333,1199.2866666666666
74,NU,ALERT,2400305,1950,7,2017,12,82.5,-62.33,65,Y,-14.017302525406064,4.741666666666669,-20.641489022595824,-38.15566666666667,58.61666666666666
75,NU,ARCTIC BAY,2400404,1937,9,2017,12,72.98,-84.62,642,Y,,,,,
76,NU,BAKER LAKE,2300503,1946,2,2017,12,64.3,-96.08,18,Y,-7.164930992743724,15.178,-14.615955077859756,-36.021,473.2033333333333
77,NU,BROUGHTON,2400570,1957,9,2017,12,67.53,-63.78,584,N,,,,,
78,NU,CAMBRIDGE BAY,2400600,1940,1,2015,2,69.1,-105.13,27,N,-10.301986377322555,10.764000000000005,-16.83871240759889,-37.17066666666666,336.74999999999994
79,NU,CAPE DORSET,2400637,1927,9,2017,12,64.2,-76.5,48,Y,,,,,
80,NU,CAPE DYER,2400650,1959,8,2017,11,66.65,-61.38,393,Y,,,,,
81,NU,CAPE HOOPER,2400660,1957,1,2017,12,68.47,-66.82,390,N,,,,,
82,NU,CHESTERFIELD,2300707,1930,9,2014,11,63.33,-90.72,10,Y,,,,,
83,NU,CLYDE,2400803,1946,2,2017,12,70.48,-68.52,27,Y,-8.631127040174807,7.606000000000003,-16.209890539620243,-35.93533333333333,115.87999999999998
84,NU,CORAL HARBOUR,2301000,1945,3,2015,5,64.2,-83.37,64,N,-6.738894354617016,12.531333333333334,-14.26677032953782,-35.251999999999995,356.91
85,NU,DEWAR LAKES,2401030,1958,2,2017,12,68.65,-71.17,527,N,,,,,
86,NU,ENNADAI LAKE,2301102,1949,10,2017,12,61.1,-100.9,353,Y,,,,,
87,NU,EUREKA,2401200,1947,5,2016,2,79.98,-85.93,10,N,-15.366463384428053,7.63766666666667,-21.935075259755177,-42.88666666666667,174.6333333333333
88,NU,HALL BEACH,2402354,1957,1,2017,12,68.78,-81.25,8,Y,-9.737036011262104,8.097000000000001,-16.485248781162376,-37.71033333333334,211.24666666666673
89,NU,IQALUIT,2402591,1946,1,2015,6,63.75,-68.55,34,Y,-5.227826820665955,10.923666666666668,-12.23323177130972,-33.033,339.39666666666676
90,NU,KUGLUKTUK,2300902,1930,10,2014,12,67.82,-115.13,23,Y,-6.0284812663309095,14.567666666666671,-13.815513368996088,-34.29133333333333,465.6766666666666
91,NU,LUPIN,230N002,1959,1,2017,12,65.77,-111.23,490,Y,,,,,
92,NU,PELLY BAY,2303092,1957,8,2012,8,68.53,-89.8,16,Y,,,,,
93,NU,POND INLET,2403206,1922,10,2017,12,72.7,-77.97,55,Y,,,,,
94,NU,RESOLUTE,2403498,1947,10,2017,12,74.72,-94.98,67,Y,-12.598808793073337,5.601000000000002,-18.184694812485965,-36.89533333333334,107.33999999999999
95,NU,SHEPHERD BAY,2303685,1957,4,2017,10,68.82,-93.43,43,N,,,,,
96,AB,ATHABASCA,3060L20,1918,6,2017,12,54.82,-113.53,626,Y,8.24039546232748,24.018666666666668,-3.3623459090201866,-21.04,1168.2333333336667
97,AB,BANFF,3050519,1887,11,2017,12,51.2,-115.55,1397,Y,8.906518083603665,23.132000000000005,-3.0848843691553105,-15.858333333333336,750.3699999999997
98,AB,BEAVERLODGE,3070600,1913,4,2017,12,55.2,-119.4,745,Y,8.15845858987854,23.086666666666666,-2.9272701093851214,-18.997666666666667,1051.9166666666667
99,AB,CALGARY,3031092,1885,1,2017,12,51.12,-114.02,1084,Y,10.83497632058288,24.467333333333332,-1.4446058587219601,-15.234999999999998,1172.05
100,AB,CALMAR,3011120,1915,11,2016,12,53.28,-113.85,720,N,,,,,
101,AB,CAMPSIE,3061200,1912,9,2013,10,54.13,-114.68,671,N,9.214513750042183,24.548333333333332,-4.216528621223699,-21.21833333333333,979.1666666666666
102,AB,CAMROSE,3011240,1946,3,2017,12,53.03,-112.82,739,N,8.964965874538196,24.175666666666665,-3.7144212137069643,-20.588000000000005,1048.1299999999999
103,AB,CARWAY,3031402,1914,8,2017,12,49.0,-113.37,1354,Y,11.139693563205011,24.925000000000004,-1.61885811780357,-13.979999999999999,956.8366666666666
104,AB,COLD LAKE,3081680,1925,7,2017,12,54.42,-110.28,541,Y,7.7244846919679615,24.27366666666667,-3.0375949297602114,-21.203666666666663,1303.95
105,AB,CORONATION,3011887,1924,4,2017,12,52.08,-111.45,791,Y,,,,,
106,AB,EDMONTON,3012216,1880,7,2017,12,53.57,-113.52,723,Y,8.982117324151009,24.328,-3.1170887791002317,-19.19066666666667,1095.9333333333334
107,AB,EDSON,3062246,1914,2,2017,12,53.58,-116.47,927,Y,,,,,
108,AB,ENTRANCE,306A009,1917,6,2017,12,53.37,-117.7,991,Y,,,,,
109,AB,FAIRVIEW,3072525,1931,10,2017,12,56.07,-118.38,655,Y,,,,,
110,AB,FORT CHIPEWYAN,3072655,1883,10,2017,12,58.77,-111.12,238,Y,4.2821903081061565,23.566000000000006,-6.544206263269843,-28.629666666666665,1135.1133333337334
111,AB,FORT MCMURRAY,3062696,1916,1,2017,12,56.65,-111.22,369,Y,7.080703622998256,24.609666666666666,-4.51151580707166,-23.88366666666667,1145.9833333333333
112,AB,FORT VERMILION,3072723,1908,7,2017,12,58.38,-116.03,289,Y,,,,,
113,AB,GLEICHEN,3032801,1903,7,2017,12,50.88,-113.05,905,Y,,,,,
114,AB,GRANDE PRAIRIE,3072921,1922,8,2017,12,55.18,-118.88,669,Y,8.185238615664845,23.771333333333335,-3.374007610350076,-20.71266666666667,1126.3333333333333
115,AB,HIGH PRAIRIE,3063165,1926,9,2017,9,55.4,-116.48,602,Y,,,,,
116,AB,HIGH RIVER,3033250,1902,8,2011,9,50.48,-114.17,1580,Y,,,,,
117,AB,JASPER,3053536,1926,9,2017,12,52.93,-118.03,1020,Y,9.831019733316088,24.132,-3.3416059693659004,-16.509666666666668,761.9466666666666
118,AB,LACOMBE,3023722,1907,12,2017,12,52.45,-113.75,860,Y,,,,,
119,AB,LETHBRIDGE,3033890,1902,1,2017,12,49.63,-112.8,929,Y,,,,,
120,AB,MANYBERRIES,3044923,1928,8,2017,12,49.12,-110.47,935,Y,,,,,
121,AB,MEDICINE HAT,3034485,1883,8,2017,12,50.02,-110.72,717,Y,12.648925816003668,28.497333333333334,-0.1558995499337382,-15.783333333333333,1563.8666666666666
122,AB,OLDS,3024925,1914,4,2017,12,51.78,-114.1,1046,Y,,,,,
123,AB,PEACE RIVER,3075041,1907,10,2017,12,56.23,-117.43,571,Y,7.35836855810806,23.566333333333336,-3.784060690450005,-21.46766666666667,1121.1066666670667
124,AB,PINCHER CREEK,3035198,1893,8,2017,12,49.52,-113.98,1190,Y,10.9736686708549,25.435,-0.8377672475387589,-14.17,1166.01666666794
